lokacija	broj_soba	kvadratura	sprat	novogradnja	centralno_grejanje	lift	parking	uknjizen	stanje	cena	klasa
Novi Beograd-Fontana	2	58	P	NE	DA	DA	NE	DA	1	1086.206897	.9-1.1K
Lekino Brdo	1	35	P	DA	DA	NE		DA	1	1085.714286	.9-1.1K
Medaković 1	1	35	I-II	NE	NE				0	1085.714286	.9-1.1K
Čukarička padina	3	82	I-II	NE	DA	DA	DA		2	1085.365854	.9-1.1K
Čukarička padina	3	82	I-II	NE	DA	DA	DA		2	1085.365854	.9-1.1K
Zemun-Save Kovačevića	2	47	III-IV	NE	DA			DA	1	1085.106383	.9-1.1K
Zemun-Nova Galenika	3	59	III-IV		DA	DA	DA	DA	2	1084.745763	.9-1.1K
Rakovica	3	80	III-IV	NE	DA	DA		DA	1	1083.75	.9-1.1K
Bele Vode	3	36	I-II		DA		DA	DA	1	1083.333333	.9-1.1K
Bežanijska kosa-stara	3	60	V+		DA	DA		DA		1083.333333	.9-1.1K
Kanarevo brdo	3	60	III-IV	NE	DA		NE	DA	1	1083.333333	.9-1.1K
Labudovo brdo	1	36	III-IV	NE	DA	DA		NE	1	1083.333333	.9-1.1K
Medaković 3	1	36	P	DA	NE					1083.333333	.9-1.1K
Medaković 2	3	60	V+		NE	DA			1	1083.333333	.9-1.1K
Mirijevo 1	2	60	I-II	NE	DA	NE			1	1083.333333	.9-1.1K
Mirijevo 1	1	24	I-II	DA	DA				2	1083.333333	.9-1.1K
Mirijevo 1	1	24	I-II	DA	DA				2	1083.333333	.9-1.1K
Zemun-Save Kovačevića	1	36	III-IV	DA	NE					1083.333333	.9-1.1K
Zemun-Save Kovačevića	3	60	V+	NE	DA	DA	DA	DA	1	1083.333333	.9-1.1K
Donji Dorćol	2	73	I-II		NE			DA	2	1082.191781	.9-1.1K
Cerak vinogradi	4	84	V+		DA	DA		DA		1082.142857	.9-1.1K
Višnjicka banja	3	74	I-II		NE			DA	0	1081.081081	.9-1.1K
Vukov Spomenik	4	111	I-II	NE	NE	NE	NE	DA	1	1081.081081	.9-1.1K
Karaburma	3	62	III-IV	NE	NE			DA	1	1080.645161	.9-1.1K
Rakovica	3	62	III-IV	DA	DA	DA		DA	1	1080.645161	.9-1.1K
Bogoslovija	3	63	III-IV		NE			DA	2	1079.365079	.9-1.1K
Cerak vinogradi	2	63	V+	NE	DA	DA	DA	DA	1	1079.365079	.9-1.1K
Cerak	1	38	I-II	NE	DA	NE	DA	DA	1	1078.947368	.9-1.1K
Filmski grad	1	38	I-II		DA		NE			1078.947368	.9-1.1K
Rakovica	2	51	I-II		DA	DA		DA		1078.431373	.9-1.1K
Cerak vinogradi	2	63	V+		DA	DA		DA		1077.777778	.9-1.1K
Mirijevo 1	4	129	III-IV	NE	DA	DA		DA	2	1077.51938	.9-1.1K
Kanarevo brdo	1	39	V+	NE	DA	DA	NE	DA	1	1076.923077	.9-1.1K
Višnjicka banja	2	51	I-II		NE				0	1076.470588	.9-1.1K
Mirijevo 2	4	92	P		DA				1	1076.086957	.9-1.1K
Mirijevo 1	3	79	III-IV	NE	DA	DA		DA	1	1075.949367	.9-1.1K
Bele Vode	3	53	I-II	DA	NE					1075.471698	.9-1.1K
Medaković 2	1	40	P		DA	DA		DA	1	1075	.9-1.1K
Zemun-Nova Galenika	2	67	V+		DA			DA		1074.626866	.9-1.1K
Rakovica	2	54	III-IV		DA		DA	DA	0	1074.074074	.9-1.1K
Medaković 3	3	82	V+		DA	DA			1	1073.170732	.9-1.1K
Medaković 3	3	82	V+		DA	DA		DA		1073.170732	.9-1.1K
Zemun-Nova Galenika	3	82	III-IV		DA			DA	1	1073.170732	.9-1.1K
Cerak vinogradi	4	96	III-IV	NE	DA	DA		DA	1	1072.916667	.9-1.1K
Karaburma	3	55	I-II	DA	DA				2	1072.727273	.9-1.1K
Borča	3	70	V+		DA	DA				1071.428571	.9-1.1K
Cerak	1	28	P	DA	DA				1	1071.428571	.9-1.1K
Cerak vinogradi	3	84	III-IV		DA			DA		1071.428571	.9-1.1K
Medaković 3	3	56	P		NE			DA	1	1071.428571	.9-1.1K
Medaković 2	2	56	I-II		DA			DA		1071.428571	.9-1.1K
Mirijevo 2	1	28	P	DA	DA		DA	DA	1	1071.428571	.9-1.1K
Mirijevo 2	3	70	I-II	NE	DA	DA		DA	2	1071.428571	.9-1.1K
Novi Beograd-Studentski grad	1	56	V+		DA	DA	DA	DA		1071.428571	.9-1.1K
Novi Beograd-Studentski grad	2	56	V+		DA	DA		DA		1069.642857	.9-1.1K
Konjarnik	3	58	V+	NE	DA		DA	DA		1068.965517	.9-1.1K
Zemun-Save Kovačevića	3	58	V+	NE	DA	DA	DA	DA	1	1068.965517	.9-1.1K
Cerak vinogradi	2	58	III-IV	NE	DA	DA		DA	1	1068.793103	.9-1.1K
Cerak	2	51	P	NE	DA	NE		DA	1	1068.627451	.9-1.1K
Borča	3	59	I-II		DA					1067.79661	.9-1.1K
Filmski grad	3	59	V+	NE	DA	DA	DA	DA	1	1067.79661	.9-1.1K
Kanarevo brdo	3	59	V+	NE	DA	DA	DA	DA	0	1067.79661	.9-1.1K
Bele Vode	3	43	I-II		NE				1	1067.44186	.9-1.1K
Konjarnik	1	43	P	NE	DA	DA		DA	1	1067.44186	.9-1.1K
Višnjicka banja	4	89	III-IV		DA			DA	1	1067.41573	.9-1.1K
Petlovo brdo	1	30	P	DA	NE					1066.666667	.9-1.1K
Rakovica	2	60	V+		DA	DA		DA	2	1066.666667	.9-1.1K
Čukarička padina	1	30	I-II	DA	DA				2	1066.666667	.9-1.1K
Čukarička padina	1	30	I-II	DA	DA				2	1066.666667	.9-1.1K
Kumodraž 2	3	76	III-IV		DA		DA	DA	1	1065.789474	.9-1.1K
Čukarička padina	1	42	V+	NE	DA	DA	DA	DA	0	1065.47619	.9-1.1K
Rakovica	1	23	III-IV		DA			NE	2	1065.217391	.9-1.1K
Banjica	4	77	I-II	DA	DA	NE	DA	DA	1	1064.935065	.9-1.1K
Filmski grad	1	31	P	DA	DA		NE	NE		1064.516129	.9-1.1K
Petlovo brdo	3	70	V+	NE	DA	DA		DA		1064.285714	.9-1.1K
Žarkovo	2	78	P	DA	DA		DA	DA	1	1064.102564	.9-1.1K
Medaković 1	2	46	I-II		NE			DA		1063.043478	.9-1.1K
Medaković 1	2	46	I-II		NE			DA		1063.043478	.9-1.1K
Bežanijska kosa-Blokovi	3	64	V+		DA	DA		DA		1062.5	.9-1.1K
Julino brdo	4	80	V+		DA	DA	DA	DA		1062.5	.9-1.1K
Labudovo brdo	1	24	I-II	DA	NE					1062.5	.9-1.1K
Čukarička padina	3	80	I-II	NE	DA	DA		DA	1	1062.5	.9-1.1K
Čukarička padina	3	80	I-II	NE	DA	DA		DA	1	1062.5	.9-1.1K
Čukarička padina	2	64	V+		DA	DA	DA		2	1062.5	.9-1.1K
Čukarička padina	2	64	V+		DA	DA	DA		2	1062.5	.9-1.1K
Novi Beograd-Blokovi Sava	2	65	V+		DA	DA		DA	1	1061.538462	.9-1.1K
Zemun-Nova Galenika	3	65	III-IV		DA	DA		DA		1061.538462	.9-1.1K
Medaković 2	3	49	V+		DA	DA		DA	1	1061.22449	.9-1.1K
Julino brdo	3	82	I-II		DA	DA		DA	1	1060.97561	.9-1.1K
Mirijevo 1	3	66	III-IV	NE	DA	DA		DA	1	1060.606061	.9-1.1K
Mirijevo 2	1	33	III-IV		NE		DA		1	1060.606061	.9-1.1K
Zemun-Nova Galenika	2	42	I-II		NE				2	1059.52381	.9-1.1K
Višnjicka banja	1	34	I-II	DA	DA	DA	DA	DA	1	1058.823529	.9-1.1K
Kanarevo brdo	3	52	III-IV	NE	DA		NE	DA	1	1057.692308	.9-1.1K
Labudovo brdo	2	52	P		DA			DA		1057.692308	.9-1.1K
Zemun-Save Kovačevića	4	88	V+	DA	DA	DA		DA	1	1056.818182	.9-1.1K
Golf naselje	4	106	III-IV		DA		DA	DA	1	1056.603774	.9-1.1K
Profesorska kolonija	4	71	V+	NE	DA	NE		DA	1	1056.338028	.9-1.1K
Žarkovo	2	52	I-II		NE					1055.769231	.9-1.1K
Bele Vode	1	36	I-II		DA				1	1055.555556	.9-1.1K
Cerak	3	54	P	NE	NE			DA	1	1055.555556	.9-1.1K
Medaković 1	2	45	I-II	DA	NE			DA		1055.555556	.9-1.1K
Medaković 1	2	45	I-II	DA	NE			DA		1055.555556	.9-1.1K
Medaković 3	4	90	P		DA			DA	2	1055.555556	.9-1.1K
Mirijevo 1	2	54	I-II	DA	NE		DA		2	1055.555556	.9-1.1K
Vidikovac	3	90	V+		DA	DA		DA		1055.555556	.9-1.1K
Vidikovac	3	90	V+		DA	DA	DA			1055.555556	.9-1.1K
Lekino Brdo	2	72	P	NE	NE		DA	DA	1	1055.541667	.9-1.1K
Bežanijska kosa-Blokovi	3	82	V+		DA	DA		DA	2	1054.878049	.9-1.1K
Višnjicka banja	2	42	I-II	DA	NE			DA	1	1054.761905	.9-1.1K
Medaković 3	3	83	V+	NE	DA	DA		DA	1	1054.216867	.9-1.1K
Zemun-Kalvarija	2	54	P		NE				1	1053.703704	.9-1.1K
Kumodraž 2	3	75	I-II		DA	NE	DA	DA	1	1053.333333	.9-1.1K
Filmski grad	2	55	V+	NE	DA	DA	NE	DA	1	1052.727273	.9-1.1K
Rakovica	3	76	V+	NE	DA	DA			1	1052.631579	.9-1.1K
Banjica	3	77	I-II	NE	DA	DA		DA	1	1051.948052	.9-1.1K
Cerak vinogradi	2	58	III-IV		DA	DA	DA	DA		1051.724138	.9-1.1K
Rakovica	2	39	III-IV	DA	NE					1051.282051	.9-1.1K
Zemun-Nova Galenika	2	59	I-II		DA	DA	DA	DA	1	1050.847458	.9-1.1K
Julino brdo	1	38	I-II	NE	DA	DA	DA	DA		1050	.9-1.1K
Mirijevo 2	1	34	I-II	DA	DA		DA	DA	2	1050	.9-1.1K
Višnjicka banja	1	38	P	DA	DA	DA		DA	1	1050	.9-1.1K
Višnjicka banja	1	45	I-II	DA	DA	DA		DA	2	1050	.9-1.1K
Višnjicka banja	1	28	III-IV	DA	DA	DA		DA	2	1050	.9-1.1K
Višnjicka banja	2	65	III-IV	DA	DA	DA		DA	2	1050	.9-1.1K
Višnjicka banja	1	40	III-IV	DA	DA	DA		DA	2	1050	.9-1.1K
Višnjicka banja	1	34	III-IV	DA	DA	DA		DA	2	1050	.9-1.1K
Žarkovo	1	20	I-II		NE		DA	DA		1050	.9-1.1K
Zemun-Save Kovačevića	3	60	V+	NE	DA	DA	DA	DA	1	1050	.9-1.1K
Zemun-Nova Galenika	2	60	I-II		NE			DA	1	1050	.9-1.1K
Medaković 1	4	81	P	NE	NE		DA	DA	1	1049.382716	.9-1.1K
Medaković 1	4	81	P	NE	NE		DA	DA	1	1049.382716	.9-1.1K
Mirijevo 2	3	81	III-IV	NE	DA	DA		DA	1	1049.382716	.9-1.1K
Medaković 3	4	143	I-II		NE			DA	2	1048.951049	.9-1.1K
Vukov Spomenik	3	80	V+	NE	DA	DA		DA	1	1048.75	.9-1.1K
Medaković 2	1	39	I-II		DA	DA		DA	1	1048.717949	.9-1.1K
Mirijevo 2	1	31	I-II	DA	DA			DA	2	1048.387097	.9-1.1K
Zemun-Save Kovačevića	3	62	V+	NE	DA	DA		DA	1	1048.387097	.9-1.1K
Banjica	4	105	V+	DA	DA	DA			1	1047.619048	.9-1.1K
Kanarevo brdo	1	43	P	NE	DA		NE	DA		1046.511628	.9-1.1K
Konjarnik	2	43	I-II	NE	DA	DA	DA	DA		1046.511628	.9-1.1K
Medaković 3	2	43	I-II	DA	DA					1046.511628	.9-1.1K
Labudovo brdo	2	41	V+	NE	NE	DA		DA	2	1046.341463	.9-1.1K
Julino brdo	2	65	III-IV	NE	DA	DA		DA	1	1046.153846	.9-1.1K
Novi Beograd-Fontana	3	88	P	NE	DA	DA	NE	DA	1	1045.454545	.9-1.1K
Bele Vode	2	44	I-II	DA	NE			DA	1	1045.454545	.9-1.1K
Kumodraž 1	2	66	I-II	DA	DA			NE	2	1045.454545	.9-1.1K
Košutnjak	4	91	I-II	NE	DA	DA		DA	0	1043.956044	.9-1.1K
Karaburma	2	46	III-IV	DA	DA			DA	2	1043.478261	.9-1.1K
Medaković 1	4	115	P		DA			DA		1043.478261	.9-1.1K
Medaković 1	4	115	I-II		DA			DA		1043.478261	.9-1.1K
Bele Vode	1	21	III-IV		NE					1042.857143	.9-1.1K
Zemun-Kalvarija	3	70	I-II	DA	NE					1042.857143	.9-1.1K
Zemun-Kalvarija	3	59	I-II	NE	NE		DA	DA	1	1042.372881	.9-1.1K
Labudovo brdo	1	24	I-II	DA	NE			NE	1	1041.666667	.9-1.1K
Medaković 2	3	72	V+		DA	DA	DA			1041.666667	.9-1.1K
Vidikovac	3	72	V+		DA	DA	DA	DA	2	1041.666667	.9-1.1K
Zemun-Save Kovačevića	3	72	V+	NE	DA	DA	DA	DA	1	1041.666667	.9-1.1K
Zemun-Nova Galenika	2	48	I-II		NE			DA	1	1041.666667	.9-1.1K
Zemun-Novi grad	1	24	I-II	NE	NE		NE	DA		1041.666667	.9-1.1K
Medaković 2	2	49	I-II		DA	DA		DA		1040.816327	.9-1.1K
Višnjicka banja	2	49	III-IV	DA	DA	DA			1	1040.816327	.9-1.1K
Košutnjak	4	96	I-II	NE	DA	DA		DA	2	1040.625	.9-1.1K
Višnjicka banja	3	74	I-II		DA		DA	DA	1	1040.540541	.9-1.1K
Julino brdo	1	25	I-II	NE	NE	NE	NE	NE		1040	.9-1.1K
Julino brdo	1	50	V+	NE	DA	NE	NE	DA	1	1040	.9-1.1K
Kumodraž 2	3	75	III-IV		DA			DA		1040	.9-1.1K
Rakovica	2	50	I-II		DA	DA		DA		1040	.9-1.1K
Medaković 3	3	76	P	NE	DA	DA		DA	0	1039.473684	.9-1.1K
Banjica	3	78	I-II	NE	DA	DA	DA	DA	1	1038.461538	.9-1.1K
Bele Vode	2	53	I-II	DA	DA	DA		DA	1	1037.735849	.9-1.1K
Julino brdo	3	82	V+		DA	DA		DA	1	1036.585366	.9-1.1K
Medaković 2	4	82	V+		NE	DA			1	1036.585366	.9-1.1K
Petlovo brdo	2	52	I-II	NE	NE			DA	1	1036.538462	.9-1.1K
Višnjicka banja	2	55	III-IV		DA	DA		DA	0	1036.363636	.9-1.1K
Zemun-Kalvarija	3	55	I-II		NE			DA		1036.363636	.9-1.1K
Filmski grad	2	53	III-IV		DA		NE			1035.849057	.9-1.1K
Cerak	1	28	P	NE	NE				1	1035.714286	.9-1.1K
Cerak	3	42	III-IV	DA	DA			NE	1	1035.714286	.9-1.1K
Mirijevo 2	1	28	I-II	DA	DA			DA	1	1035.714286	.9-1.1K
Cerak	3	85	V+		DA			DA		1035.294118	.9-1.1K
Kumodraž 2	2	57	III-IV		DA			DA	1	1035.087719	.9-1.1K
Mirijevo 1	3	57	I-II	DA	DA	DA	DA		2	1035.087719	.9-1.1K
Zemun-Kalvarija	4	86	V+		NE			DA		1034.883721	.9-1.1K
Konjarnik	1	29	V+		DA			DA	1	1034.482759	.9-1.1K
Medaković 2	3	58	V+		DA	DA		DA		1034.482759	.9-1.1K
Rakovica	2	58	III-IV		DA			DA	1	1034.482759	.9-1.1K
Krnjača	1	27	P	NE	NE	NE	NE		1	1033.333333	.9-1.1K
Zemun-Nova Galenika	2	60	III-IV		DA	DA		DA		1033.333333	.9-1.1K
Bogoslovija	3	61	I-II	DA	NE				1	1032.786885	.9-1.1K
Kanarevo brdo	3	61	I-II	NE	DA	DA	NE	DA		1032.786885	.9-1.1K
Lekino Brdo	2	58	III-IV					DA		1032.758621	.9-1.1K
Bele Vode	1	31	I-II	DA	NE			DA	1	1032.258065	.9-1.1K
Medaković 1	2	63	I-II		NE		DA		1	1031.746032	.9-1.1K
Medaković 1	2	63	I-II		NE					1031.746032	.9-1.1K
Višnjicka banja	2	63	III-IV		DA				0	1031.746032	.9-1.1K
Novi Beograd-Fontana	1	32	V+	NE	DA	DA	NE	DA	1	1031.25	.9-1.1K
Julino brdo	2	64	V+	NE	DA	DA		DA	1	1031.25	.9-1.1K
Višnjicka banja	2	64	P		DA				1	1031.25	.9-1.1K
Višnjicka banja	2	32	I-II	DA	NE			DA	1	1031.25	.9-1.1K
Filmski grad	1	29	P	DA	NE		NE	DA	1	1031.034483	.9-1.1K
Krnjača	1	33	P	DA	NE	DA	DA	DA	2	1030.30303	.9-1.1K
Bežanijska kosa-Blokovi	2	67	V+		DA	DA		DA		1029.850746	.9-1.1K
Mirijevo 2	3	87	I-II	NE	DA	DA		DA	1	1028.735632	.9-1.1K
Rakovica	1	35	P		DA			DA	1	1028.571429	.9-1.1K
Medaković 1	3	72	I-II	NE	DA	DA		DA	1	1027.777778	.9-1.1K
Medaković 1	3	72	I-II	NE	DA	DA		DA	1	1027.777778	.9-1.1K
Višnjicka banja	2	72	I-II		DA			DA	1	1027.777778	.9-1.1K
Kumodraž 2	2	75	III-IV	DA	DA	NE		DA	1	1026.666667	.9-1.1K
Mirijevo 1	3	78	I-II	NE	DA	DA		DA	1	1025.641026	.9-1.1K
Novi Beograd-Blokovi Sava	3	78	V+	NE	DA	DA			1	1025.641026	.9-1.1K
Zemun-Novi grad	1	39	P	NE	NE		NE	DA	1	1025.641026	.9-1.1K
Zemun-Novi grad	2	39	I-II	NE	NE		NE	DA		1025.641026	.9-1.1K
Mirijevo 2	2	40	III-IV	NE	DA	DA		DA	1	1025	.9-1.1K
Zemun-Novi grad	3	60	I-II	DA	NE		NE		2	1025	.9-1.1K
Banjica	2	42	V+	NE	DA	DA	DA		1	1023.809524	.9-1.1K
Karaburma	2	38	III-IV	NE	NE	NE		DA	1	1023.684211	.9-1.1K
Mirijevo 1	1	39	I-II		DA	DA		DA	2	1023.076923	.9-1.1K
Karaburma	1	44	III-IV	DA	NE					1022.727273	.9-1.1K
Medaković 3	1	45	P	NE	DA	DA		NE	0	1022.222222	.9-1.1K
Višnjicka banja	2	45	III-IV	DA	DA	DA	DA	DA	2	1022.222222	.9-1.1K
Višnjicka banja	2	45	III-IV	DA	DA	DA	DA	DA	2	1022.222222	.9-1.1K
Vidikovac	3	86	I-II		DA	DA		DA	1	1022.093023	.9-1.1K
Višnjicka banja	2	93	III-IV		DA			DA	2	1021.505376	.9-1.1K
Novi Beograd-Blokovi Sava	2	72	P		DA			DA	1	1020.833333	.9-1.1K
Višnjicka banja	3	100	III-IV		DA			DA	1	1020	.9-1.1K
Višnjicka banja	3	83	I-II	DA	DA	DA		DA	2	1019.879518	.9-1.1K
Labudovo brdo	2	51	P	NE	DA		DA	DA	2	1019.607843	.9-1.1K
Rakovica	4	98	III-IV	NE	DA	DA		DA	1	1019.387755	.9-1.1K
Medaković 1	3	52	V+		DA			DA		1019.230769	.9-1.1K
Medaković 1	3	52	V+		DA			DA		1019.230769	.9-1.1K
Petlovo brdo	3	53	I-II	NE	NE		DA		1	1018.867925	.9-1.1K
Medaković 3	2	54	I-II	DA				DA		1018.518519	.9-1.1K
Medaković 2	2	54	I-II		DA	DA		DA		1018.518519	.9-1.1K
Žarkovo	2	55	I-II		NE			DA		1018.181818	.9-1.1K
Mirijevo 2	1	34	I-II	NE	DA	DA	DA	DA	1	1017.647059	.9-1.1K
Višnjicka banja	3	85	P	DA	DA	DA		DA	2	1017.647059	.9-1.1K
Medaković 2	2	52	V+		DA	DA		DA		1017.307692	.9-1.1K
Cerak vinogradi	2	60	III-IV		DA		DA	DA		1016.666667	.9-1.1K
Krnjača	2	54	P	NE	NE	NE	NE	DA	2	1016.666667	.9-1.1K
Vidikovac	3	61	V+		DA	DA		DA	1	1016.393443	.9-1.1K
Zemun-Novi grad	3	62	I-II	NE	DA	DA	NE	DA		1016.129032	.9-1.1K
Zemun-Kalvarija	3	62	V+		DA	DA		DA		1016.129032	.9-1.1K
Žarkovo	2	64	III-IV	NE	DA	DA				1015.625	.9-1.1K
Zemun-Kalvarija	2	65	P	NE	NE		DA	DA	1	1015.384615	.9-1.1K
Petlovo brdo	3	66	III-IV	NE	DA	DA		DA	0	1015.151515	.9-1.1K
Konjarnik	3	68	V+	NE	DA	DA		DA	1	1014.705882	.9-1.1K
Medaković 1	3	68	I-II	DA	NE			DA	2	1014.705882	.9-1.1K
Medaković 1	3	68	I-II	DA	NE			DA	2	1014.705882	.9-1.1K
Medaković 1	3	68	I-II	DA	NE				2	1014.705882	.9-1.1K
Žarkovo	3	69	V+		NE					1014.492754	.9-1.1K
Autokomanda	3	70	V+		DA	DA		DA	1	1014.285714	.9-1.1K
Višnjicka banja	3	72	I-II	NE	DA			DA	1	1013.888889	.9-1.1K
Medaković 2	4	74	V+		DA	DA	DA	DA		1013.513514	.9-1.1K
Zemun-Novi grad	2	37	I-II	NE	NE	NE	NE	DA	1	1013.513514	.9-1.1K
Zemun-Novi grad	2	37	I-II	NE	NE		NE	DA	1	1013.513514	.9-1.1K
Cerak	2	67	I-II		DA	DA		DA	1	1013.432836	.9-1.1K
Karaburma	1	38	I-II	NE	NE		DA	DA	1	1013.157895	.9-1.1K
Višnjicka banja	3	76	III-IV	NE	DA				0	1013.157895	.9-1.1K
Cerak vinogradi	4	84	III-IV	NE	DA			DA	1	1011.904762	.9-1.1K
Julino brdo	3	84	III-IV		DA	DA	DA	DA	1	1010.714286	.9-1.1K
Banjica	3	94	III-IV		DA			DA	1	1010.638298	.9-1.1K
Mirijevo 2	4	95	III-IV	NE	DA	DA			1	1010.526316	.9-1.1K
Košutnjak	4	96	III-IV	NE	DA	DA		DA	1	1010.416667	.9-1.1K
Kumodraž 1	2	49	I-II	DA	NE			DA		1010.204082	.9-1.1K
Vidikovac	4	117	III-IV	NE	DA		DA	DA	1	1008.547009	.9-1.1K
Novi Beograd-Fontana	3	72	P		DA		NE	DA		1000	.9-1.1K
Banjica	3	130	I-II	NE	DA	NE	DA	DA	1	1000	.9-1.1K
Banjica	3	87	V+	NE	DA	DA		DA	1	1000	.9-1.1K
Bele Vode	3	65	III-IV		NE			DA		1000	.9-1.1K
Bežanijska kosa-Blokovi	4	105	III-IV		DA	DA		DA	2	1000	.9-1.1K
Bogoslovija	2	57	I-II	DA	NE			DA		1000	.9-1.1K
Bogoslovija	3	62	I-II	DA	NE			DA		1000	.9-1.1K
Borča	2	49	III-IV	DA	NE			DA	2	1000	.9-1.1K
Borča	1	38	III-IV	NE	DA		DA			1000	.9-1.1K
Cerak	1	27	P	NE	NE			DA	1	1000	.9-1.1K
Cerak	2	75	III-IV	NE	DA	DA	NE	DA	2	1000	.9-1.1K
Cerak	3	68	III-IV		DA			DA	1	1000	.9-1.1K
Cerak	2	40	III-IV	DA	DA		DA		1	1000	.9-1.1K
Cerak vinogradi	4	95	I-II		DA	DA	DA	DA		1000	.9-1.1K
Konjarnik-Denkova basta 	3	75	P		DA			DA		1000	.9-1.1K
Djeram pijaca 	2	50	P	DA	DA		NE		1	1000	.9-1.1K
Julino brdo	3	80	P		DA			DA	1	1000	.9-1.1K
Julino brdo	4	83	I-II		NE	NE		DA	1	1000	.9-1.1K
Julino brdo	3	83	V+	NE	DA	DA	DA	DA	1	1000	.9-1.1K
Julino brdo	3	83	V+	NE	DA	DA		DA	1	1000	.9-1.1K
Kanarevo brdo	2	46	I-II	NE	NE		NE		1	1000	.9-1.1K
Kanarevo brdo	1	36	III-IV	NE	NE		NE		1	1000	.9-1.1K
Karaburma	1	27	P	DA	NE		DA		2	1000	.9-1.1K
Karaburma	1	42	I-II	NE	NE		DA	DA	1	1000	.9-1.1K
Karaburma	2	48	III-IV	NE	NE			DA	1	1000	.9-1.1K
Karaburma	3	68	V+	NE	DA	DA		DA	1	1000	.9-1.1K
Krnjača	3	54	I-II	NE	NE	NE	DA	NE	1	1000	.9-1.1K
Krnjača	3	43	I-II	DA	NE	NE	DA		2	1000	.9-1.1K
Krnjača	2	42	I-II	DA	NE	DA	DA	DA	2	1000	.9-1.1K
Krnjača	1	35	I-II	DA	NE	NE	NE			1000	.9-1.1K
Krnjača	2	45	III-IV	DA	NE	NE	NE	NE	2	1000	.9-1.1K
Kumodraž 1	2	38	P	DA	NE			DA		1000	.9-1.1K
Kumodraž 1	2	48	I-II	DA	NE			DA		1000	.9-1.1K
Kumodraž 2	3	75	P		DA				1	1000	.9-1.1K
Kumodraž 2	3	88	III-IV		DA			DA	1	1000	.9-1.1K
Labudovo brdo	1	41	I-II		DA	DA		DA		1000	.9-1.1K
Labudovo brdo	3	88	III-IV	NE	DA			DA	2	1000	.9-1.1K
Labudovo brdo	2	52	V+	NE	NE	DA				1000	.9-1.1K
Labudovo brdo	2	51	V+	DA	DA	DA	DA	DA		1000	.9-1.1K
Lekino Brdo	1	38	P	NE	DA		DA	DA	1	1000	.9-1.1K
Medaković 1	1	35	I-II	NE	NE				0	1000	.9-1.1K
Medaković 1	2	42	III-IV		NE			DA	2	1000	.9-1.1K
Medaković 1	2	42	III-IV		NE			DA	2	1000	.9-1.1K
Medaković 1	2	37	III-IV		DA	NE			2	1000	.9-1.1K
Medaković 1	2	37	III-IV		DA	NE			2	1000	.9-1.1K
Medaković 3	4	78	P		DA	DA		DA		1000	.9-1.1K
Medaković 3	2	46	I-II	NE	DA			DA	1	1000	.9-1.1K
Medaković 2	2	49	I-II		DA	DA		DA	1	1000	.9-1.1K
Medaković 2	2	49	V+		DA	DA	DA	DA		1000	.9-1.1K
Mirijevo 1	2	61	P	DA	NE				1	1000	.9-1.1K
Mirijevo 1	3	62	P	DA	NE				1	1000	.9-1.1K
Mirijevo 1	2	60	V+		DA	DA			1	1000	.9-1.1K
Mirijevo 2	2	49	P	NE	DA	DA		DA	1	1000	.9-1.1K
Mirijevo 2	4	78	I-II	NE	DA	DA	DA	DA	1	1000	.9-1.1K
Mirijevo 2	3	78	I-II	NE	DA			DA	1	1000	.9-1.1K
Novi Beograd-Blokovi Sava	3	75	V+		DA	DA		DA	1	1000	.9-1.1K
Petlovo brdo	3	57	I-II	DA	DA		DA		2	1000	.9-1.1K
Petlovo brdo	2	44	I-II	DA	DA	DA		DA	1	1000	.9-1.1K
Petlovo brdo	2	28	III-IV	DA	NE			DA	1	1000	.9-1.1K
Petlovo brdo	2	36	III-IV	DA	NE			DA	2	1000	.9-1.1K
Petlovo brdo	3	73	V+		DA			NE		1000	.9-1.1K
Rakovica	3	56	I-II	DA	NE				1	1000	.9-1.1K
Rakovica	1	38	I-II		DA			DA		1000	.9-1.1K
Tašmajdan	2	36	P	NE	NE	NE	NE	NE	0	1000	.9-1.1K
Učiteljsko naselje	1	24	P		NE			DA		1000	.9-1.1K
Čukarička padina	4	75	P	NE	DA			DA	2	1000	.9-1.1K
Čukarička padina	4	75	P	NE	DA			DA	2	1000	.9-1.1K
Vidikovac	3	78	I-II		NE			NE	1	1000	.9-1.1K
Vidikovac	4	108	I-II	NE	DA	DA	DA	DA	1	1000	.9-1.1K
Vidikovac	2	57	I-II	DA	NE			DA	1	1000	.9-1.1K
Vidikovac	1	43	I-II		NE			DA	1	1000	.9-1.1K
Vidikovac	1	25	I-II		DA					1000	.9-1.1K
Vidikovac	2	41	I-II		DA			DA	1	1000	.9-1.1K
Vidikovac	3	62	V+		DA	DA		DA	1	1000	.9-1.1K
Vidikovac	2	71	V+		DA	DA			1	1000	.9-1.1K
Vidikovac	1	41	V+		DA					1000	.9-1.1K
Višnjicka banja	2	64	P		DA				1	1000	.9-1.1K
Višnjicka banja	2	44	I-II	NE	NE				1	1000	.9-1.1K
Višnjicka banja	2	43	I-II	DA	NE			DA	1	1000	.9-1.1K
Višnjicka banja	2	45	I-II	DA	NE		DA	DA	1	1000	.9-1.1K
Višnjicka banja	2	58	I-II		DA				1	1000	.9-1.1K
Višnjicka banja	2	42	III-IV	DA	NE		DA	DA	2	1000	.9-1.1K
